['424604939'],['WOS.SCI'],['2011-11-01T00:00:00Z'],['multidisciplinary sciences'],['Article'],['1001-6538'],"['Zhao LingXia', 'Zhang LiZhao', 'Zhang FuSong', 'Wu XinZhi']",['CHINESE SCI BULL'],['SCIENCE PRESS'],"['424737336', '416213045', '338268504', '89547694', '274064766']"
['420928657'],['WOS.SCI'],['2011-01-01T00:00:00Z'],['entomology'],['Article'],['0161-8202'],"['Spagna, Joseph C.', 'Valdivia, Edgar A.', 'Mohan, Vivin']",['J ARACHNOL'],['AMER ARACHNOLOGICAL SOC'],"['85217888', '302441902']"
['415518789'],['WOS.SCI'],['2011-06-01T00:00:00Z'],['heredity'],['Article'],['1018-4813'],"['Shen, Qin', 'Zhang, Zhou', 'Yu, Lan', 'Cao, Lan', 'Zhou, DaiZhan', 'Kan, MengYuan', 'Li, Baojie', 'Zhang, Di', 'He, Lin', 'Liu, Yun']",['EUR J HUM GENET'],['NATURE PUBLISHING GROUP'],"['290565831', '91543148', '84394134', '302309323', '92017266', '90316422']"
['409671486'],['WOS.SCI'],['2011-01-01T00:00:00Z'],"['occupational health, sci']",['Article'],['1368-9800'],"['Liberona, Yessica', 'Castillo, Oscar', 'Engler, Valerie', 'Villarroel, Luis', 'Rozowski, Jaime']",['PUBLIC HEALTH NUTR'],['CAMBRIDGE UNIV PRESS'],"['90125009', '83502913']"
['424822489'],['WOS.SCI'],['2011-12-01T00:00:00Z'],"['gynecology', 'reproductive biology']",['Article'],['1933-7191'],"['Mimura, Kazuya', 'Tomimatsu, Takuji', 'Minato, Kenji', 'Jugder, Otgonbaatar', 'Kinugasa-Taniguchi, Yukiko', 'Kanagawa, Takeshi', 'Nozaki, Masatoshi', 'Yanagihara, Itaru', 'Kimura, Tadashi']",['REPROD SCI'],['SAGE PUBLICATIONS INC'],"['276063139', '83189224', '410506818', '93538070', '317487789']"
['424576000'],['WOS.SCI'],['2011-12-23T00:00:00Z'],"['biology', 'ecology', 'evolutionary biology']",['Article'],['1744-9561'],"['Simpson, Stephen D.', 'Munday, Philip L.', 'Wittenrich, Matthew L.', 'Manassa, Rachel', 'Dixson, Danielle L.', 'Gagliano, Monica', 'Yan, Hong Y.']",['BIOL LETTERS'],['ROYAL SOC'],"['262058520', '286826440', '94254053', '261078355', '261986056', '409735128', '336492293']"
['425321657'],"['WOS.SCI', 'WOS.SSCI']",['2011-12-01T00:00:00Z'],['services'],['Article'],['1530-5627'],"['Rabin, Carolyn', 'Bock, Beth']",['TELEMED E-HEALTH'],['MARY ANN LIEBERT INC'],"['338601886', '276789306', '90634992', '288017424', '273874931']"
['410504677'],['WOS.SSCI'],['2011-11-01T00:00:00Z'],"['psychology, developmental']",['Article'],['0047-2891'],"['Lorenzo-Blanco, Elma I.', 'Unger, Jennifer B.', 'Ritt-Olson, Anamara', 'Soto, Daniel', 'Baezconde-Garbanati, Lourdes']",['J YOUTH ADOLESCENCE'],['SPRINGER/PLENUM PUBLISHERS'],"['85680281', '285841676', '342943433', '266446159', '86707304', '274513090', '296391090', '84982294', '301245748', '290150137', '292008707']"
['415505108'],['WOS.SCI'],['2011-04-05T00:00:00Z'],"['chemistry, multidisciplinary']",['Article'],['0366-7022'],"['Nuita, Midori', 'Sakuda, Junji', 'Hirai, Yuki', 'Funahashi, Masahiro', 'Kato, Takashi']",['CHEM LETT'],['CHEMICAL SOC JAPAN'],"['268245379', '89167265', '265405529', '264562836', '270384386', '345219914', '265058946', '294250069', '338038151', '264217331', '264302917', '94218414']"
['440304181'],['WOS.SSCI'],['2011-06-01T00:00:00Z'],['services'],['Article'],['1478-9515'],"['Deno, Minako', 'Tashiro, Mie', 'Miyashita, Mitsunori', 'Asakage, Takahiro', 'Takahashi, Koji', 'Saito, Kenich', 'Busujima, Yasunobu', 'Mori, Yoshiyuki', 'Saito, Hiroto', 'Ichikawa, Yuji']",['PALLIAT SUPPORT CARE'],['CAMBRIDGE UNIV PRESS'],['260495342']
['415144342'],['WOS.SCI'],['2011-01-01T00:00:00Z'],['molecular biology'],"['Review', 'Book']",['0076-6879'],"['Guerriero, Maria Luisa', 'Heath, John K.']",['METHOD ENZYMOL'],['ELSEVIER ACADEMIC PRESS INC'],"['337399546', '296285212', '268216365', '91073232', '261652045', '314066970', '270510130', '92560403', '265923538', '260714337', '85763746']"
['412259920'],['WOS.SCI'],['2011-04-20T00:00:00Z'],"['engineering, chemical']",['Article'],['0888-5885'],"['Lee, Jae Ho', 'Kang, Sookil', 'Kim, Young', 'Park, Sunwon']",['IND ENG CHEM RES'],['AMER CHEMICAL SOC'],['87120790']
['413324788'],"['WOS.SCI', 'WOS.SSCI']",['2011-06-01T00:00:00Z'],['services'],['Article'],['1057-9230'],"['Johansson-Stenman, Olof', 'Mahmud, Minhaj', 'Martinsson, Peter']",['HEALTH ECON'],['WILEY-BLACKWELL'],['88302394']
['421288932'],['WOS.SCI'],['2011-08-01T00:00:00Z'],"['internal', 'primary health care']",['Editorial'],['0008-350X'],"['Chen, Jeng-Feng', 'Liu, Ying-Chun', 'Wang, Wei-Ming']",['CAN FAM PHYSICIAN'],['COLL FAMILY PHYSICIANS CANADA'],"['263478076', '84136901']"
['419605029'],"['WOS.SCI', 'WOS.SSCI']",['2011-09-01T00:00:00Z'],"['ethics', 'medical ethics', 'social issues', 'social sciences, biomedical']",['Article'],['0269-9702'],"['Baeroe, Kristine', 'Norheim, Ole Frithjof']",['BIOETHICS'],['WILEY-BLACKWELL'],"['268199525', '90660454', '275320292']"
['409286904'],"['WOS.SCI', 'WOS.SSCI']",['2011-04-01T00:00:00Z'],"['pharmacy', 'psychiatry', 'psychiatry, sci']",['Article'],['0033-3158'],"['George, Amanda M.', 'Windsor, Tim D.', 'Rodgers, Bryan']",['PSYCHOPHARMACOLOGY'],['SPRINGER'],['336368732']
['409271202'],['WOS.SCI'],['2011-03-01T00:00:00Z'],"['computer science, interdisciplinary applications', 'computer science, software engineering', 'mathematics, applied']",['Article'],['0895-7177'],"['Bardaro, Carlo', 'Mantellini, Ilaria']",['MATH COMPUT MODEL'],['PERGAMON-ELSEVIER SCIENCE LTD'],"['345946346', '296329705']"
['427580670'],['WOS.SCI'],['2011-12-16T00:00:00Z'],['multidisciplinary sciences'],['Article'],['1932-6203'],"['Schmitt, Jana', 'Keller, Andreas', 'Nourkami-Tutdibi, Nasenien', 'Heisel, Sabrina', 'Habel, Nunja', 'Leidinger, Petra', 'Ludwig, Nicole', 'Gessler, Manfred', 'Graf, Norbert', 'Berthold, Frank', 'Lenhof, Hans-Peter', 'Meese, Eckart']",['PLOS ONE'],['PUBLIC LIBRARY SCIENCE'],"['261474344', '324453334', '88960462', '409796410', '79769764', '91426076', '291737087', '286071750', '89778211', '90499724', '261657442', '338358181', '276361691']"
['411365207'],['WOS.SCI'],['2011-02-01T00:00:00Z'],['pharmacy'],['Article'],['1471-4892'],"['Niesler, Beate']",['CURR OPIN PHARMACOL'],['ELSEVIER SCI LTD'],"['260883055', '89769620', '339318728', '336382912', '269895574', '260580663', '292569758', '409184388', '91856943', '260711593', '84436551', '293626974', '411818757', '85245634', '292694781', '85172101', '338601390', '336716337', '90840563']"
['425303631'],['WOS.SCI'],['2011-12-01T00:00:00Z'],"['molecular biology', 'biophysics']",['Review'],['0079-6107'],"['Fiocchi, Serena', 'Parazzini, Marta', 'Ravazzani, Paolo']",['PROG BIOPHYS MOL BIO'],['PERGAMON-ELSEVIER SCIENCE LTD'],"['289324373', '410891135', '94250011', '326948273']"
['409761183'],['WOS.SCI'],['2011-05-01T00:00:00Z'],['mechanics'],['Article'],['0997-7538'],"['Sun, Dan', 'Luo, Song-Nan']",['EUR J MECH A-SOLID'],['GAUTHIER-VILLARS/EDITIONS ELSEVIER'],['89587401']
['419344423'],['WOS.SCI'],['2011-07-31T00:00:00Z'],"['materials science, multidisciplinary', 'physics, applied']",['Article'],['0167-577X'],"['Suszko, Tomasz', 'Gulbinski, Witold', 'Urbanowicz, Arkadiusz', 'Gulbinski, Wojciech']",['MATER LETT'],['ELSEVIER SCIENCE BV'],"['274857335', '263971686']"
['426674586'],['WOS.SCI'],['2011-12-01T00:00:00Z'],"['chemistry, analytical']",['Article'],['1061-9348'],"['Zenkevich, I. G.', 'Eliseenkov, E. V.', 'Kasatochkin, A. N.', 'Ukolov, A. I.']",['J ANAL CHEM+'],['MAIK NAUKA/INTERPERIODICA/SPRINGER'],['274240828']
['421298206'],['WOS.SCI'],['2011-10-01T00:00:00Z'],"['molecular biology', 'biophysics', 'cell biology']",['Article'],['1388-1981'],"['Verhoeckx, Kitty C. M.', 'Voortman, Trudy', 'Balvers, Michiel G. J.', 'Hendriks, Henk F. J.', 'Wortelboer, Heleen M.', 'Witkamp, Renger F.']",['BBA-MOL CELL BIOL L'],['ELSEVIER SCIENCE BV'],"['87018486', '336772739', '261823790', '290509157', '262359080', '93574966', '286885505', '86915925', '302401014', '260541745', '85566771', '337635109', '261648252', '85034952', '262201049', '286744043', '261736505', '268517769', '274165442', '92900950', '296294805']"
['420930391'],['WOS.SCI'],['2011-06-01T00:00:00Z'],"['engineering, chemical', 'polymer science']",['Article'],['0948-3276'],"['Kazakeviciute-Makovska, R.', 'Steeb, H.']",['KGK-KAUT GUMMI KUNST'],['DR ALFRED HUTHIG VERLAG GMBH'],"['87436494', '87421999', '94070034', '292626074']"
['431030141'],['WOS.SSCI'],['2011-01-01T00:00:00Z'],['anthropology'],['Article'],['0044-2666'],"['Knoerr, Jacqueline']",['Z ETHNOL'],['DIETRICH REIMER VERLAG'],['409119699']
['424288702'],['WOS.SCI'],['2011-11-01T00:00:00Z'],['heredity'],['Article'],['1567-7249'],"['Tondo, Mireia', 'Malaga, Ignacio', ""O'Callaghan, Mar"", 'Serrano, Mercedes', 'Emperador, Sonia', 'Ormazabal, Aida', 'Ruiz-Pesini, Eduardo', 'Montoya, Julio', 'Garcia-Silva, Maria T.', 'Martin-Hernandez, Elena', 'Garcia-Cazorla, Angels', 'Pineda, Merce', 'Artuch, Rafael']",['MITOCHONDRION'],['ELSEVIER SCI LTD'],"['336610179', '286675762', '321511058', '287070342']"
['424284241'],['WOS.SCI'],['2011-01-01T00:00:00Z'],"['biochemical research methods', 'chemistry, analytical']",['Article'],['1082-6076'],"['Xiong, Xin', 'Yang, Li', 'Zhai, Suodi']",['J LIQ CHROMATOGR R T'],['FRANCIS INC'],"['87988773', '92846711']"
['411869844'],['WOS.SCI'],['2011-01-01T00:00:00Z'],"['computer science, artificial intelligence']",['Article'],['1335-9150'],"['Marin, Cesar A.', 'Carpenter, Martin', 'Wajid, Usman', 'Mehandjiev, Nikolay']",['COMPUT INFORM'],['SLOVAK ACAD SCIENCES INST INFORMATICS'],"['411869843', '276240262', '262730711']"
['422123559'],['WOS.SCI'],['2011-07-01T00:00:00Z'],"['electronic', 'telecommunications']",['Article'],['1536-1276'],"['Kim, Kyung-Hwa', 'Kim, Hyung-Myung']",['IEEE T WIREL COMMUN'],['IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC'],['270194738']
['410605924'],['WOS.SCI'],['2011-12-01T00:00:00Z'],"['computer science, information systems', 'telecommunications']",['Article'],['1939-0114'],"['Riley, Marshall', 'Akkaya, Kemal', 'Fong, Kenny']",['SECUR COMMUN NETW'],['WILEY-BLACKWELL'],"['318413423', '93860310', '263075981', '287357950', '93863554']"
['427304879'],"['WOS.SCI', 'WOS.SSCI']",['2011-10-01T00:00:00Z'],['atmospheric sciences'],['Article'],['0941-2948'],"['Lopes, Antonio', 'Lopes, Sergio', 'Matzarakis, Andreas', 'Alcoforado, Maria Joao']",['METEOROL Z'],['E SCHWEIZERBARTSCHE VERLAGS'],"['261384063', '87511080', '262213601', '412074557', '94026961', '85214060', '327138502', '347364104', '293893781', '92407766']"
['345232399'],['WOS.SCI'],['2011-01-01T00:00:00Z'],['cell biology'],['Article'],['1355-8145'],"['Rosic, Nedeljka N.', 'Pernice, Mathieu', 'Dove, Sophie', 'Dunn, Simon', 'Hoegh-Guldberg, Ove']",['CELL STRESS CHAPERON'],['SPRINGER'],"['324635262', '276553686', '276553436', '293232532', '292701700', '290557558', '261987226', '86728951', '90787963', '286262712', '90305975', '292108364', '262363702', '87506809', '286194714', '293607375', '362630642', '291763666', '85256399', '255986475', '86000480', '89624926', '288153743', '92911308']"
['351453717'],['WOS.SCI'],['2011-02-01T00:00:00Z'],['technology'],['Article'],['1350-4487'],"['Massillon-Jl, G.', 'Minniti, R.', 'Mitch, M. G.', 'Soares, C. G.', 'Hearn, R. A.']",['RADIAT MEAS'],['PERGAMON-ELSEVIER SCIENCE LTD'],"['261288727', '293181897', '91456777', '91457028']"
['425852528'],['WOS.SCI'],['2011-12-05T00:00:00Z'],['optics'],['Article'],['1094-4087'],"['Wang, Lili', 'Liu, Zhenyu', 'Chen, Zhe', 'Zhao, Dan', 'Qin, Guanshi', 'Qin, Weiping']",['OPT EXPRESS'],['OPTICAL SOC AMER'],"['268574122', '317061676', '266648252', '275141471', '292138705', '274678153', '273633365', '326939668', '290419077']"
['458075949'],['WOS.SCI'],['2011-05-01T00:00:00Z'],['hepatology'],['Article'],['0270-9139'],"['Hartmann, Daniel', 'Srivastava, Ujala', 'Thaler, Michaela', 'Kleinhans, Karin N.', ""N'Kontchou, Gisele"", 'Scheffold, Annika', 'Bauer, Kerstin', 'Kratzer, Ramona F.', 'Kloos, Natalia', 'Katz, Sarah-Fee', 'Song, Zhangfa', 'Begus-Nahrmann, Yvonne', 'Kleger, Alexander', 'von Figura, Guido', 'Strnad, Pavel', 'Lechel, Andre', 'Guenes, Cagatay', 'Potthoff, Andrej', 'Deterding, Katja', 'Wedemeyer, Heiner', 'Ju, Zhenyu', 'Song, Ge', 'Xiao, Feng', 'Gillen, Sonja', 'Schrezenmeier, Hubert', 'Mertens, Thomas', 'Ziol, Marianne', 'Friess, Helmut', 'Jarek, Michael', 'Manns, Michael P.', 'Beaugrand, Michel', 'Rudolph, K. Lenhard']",['HEPATOLOGY'],['WILEY-BLACKWELL'],"['92674565', '261295552', '87504163', '87356861', '87356667', '262064009', '84401235', '85031315', '261019440', '84120096', '92872214']"
['421306554'],['WOS.SCI'],['2011-06-01T00:00:00Z'],"['occupational health, sci']",['Letter'],['0300-5771'],"['Kloss-Brandstaetter, Anita', 'Willeit, Peter', 'Lamina, Claudia', 'Kiechl, Stefan', 'Kronenberg, Florian']",['INT J EPIDEMIOL'],['OXFORD UNIV PRESS'],"['255989982', '285834996', '420058293', '261638445']"
['424892645'],['WOS.SCI'],['2011-10-31T00:00:00Z'],"['physics, applied']",['Article'],['0003-6951'],"['Huang, Y.', 'Tien, E. K.', 'Gao, S.', 'Kalyoncu, S. K.', 'Song, Q.', 'Qian, F.', 'Adas, E.', 'Yildirim, D.', 'Boyraz, O.']",['APPL PHYS LETT'],['AMER INST PHYSICS'],"['339212760', '339317008']"
['409435678'],['WOS.SCI'],['2011-01-01T00:00:00Z'],"['geosciences, multidisciplinary']",['Article'],['1342-937X'],"['Hauser, N.', 'Matteini, M.', 'Omarini, R. H.', 'Pimentel, M. M.']",['GONDWANA RES'],['ELSEVIER SCIENCE BV'],"['86987949', '293103399', '264850098', '265005397', '286014529', '266037534', '274904868', '90923050', '85254830', '93084387', '291802319', '288526719', '90587976', '93030666', '266037856', '88202191', '85888181', '90782669']"
['420062678'],['WOS.SCI'],['2011-08-01T00:00:00Z'],['pharmacy'],['Article'],['1120-009X'],"['Sader, H. S.', 'Farrell, D. J.', 'Jones, R. N.']",['J CHEMOTHERAPY'],['ESIFT SRL'],"['296452723', '262396423', '338530542', '287564360', '339269905', '409355381', '276167482']"
